run_id,source_system,source_id,master_customer_id,confidence,match_status,match_rule
run_20260831T172354Z,SALES,C0024,MC0024,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0015,MC0015,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0030,MC0030,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0065,MC0065,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0009,MC0009,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0081,MC0081,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0080,MC0080,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0112,MC0112,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0016,MC0016,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0004,MC0004,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0010,MC0010,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0077,MC0077,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0028,MC0028,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0106,MC0106,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0068,MC0068,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0017,MC0017,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0092,MC0092,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0066,MC0066,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0100,MC0100,0.95,auto_matched,exact_normalized_name
